,Class,Family,Genome Composition,Genus,Kingdom,Last Change,MSL of Last Change,Order,Phylum,Proposal for Last Change ,PubMed_Search,PubMed_Search_ln,Realm,Sort,Species,Subclass,Subfamily,Subgenus,Subkingdom,Suborder,Subphylum,Subrealm,Taxon History URL,Type Species?,family,genus,hits,hits_ln,number_of hosts,number_of hosts_x,number_of hosts_y,order,species,tax_id,tax_id_n,virus_name
75,Monjiviricetes,Pneumoviridae,ssRNA(-),Orthopneumovirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,652,6.480046095667808,,151.0,Bovine orthopneumovirus,,,,,,Haploviricotina,,ICTVonline=20181650,0.0,Pneumoviridae,Orthopneumovirus,422,6.04500768370145,1,,,Mononegavirales,Bovine orthopneumovirus,11246,11246,Bovine respiratory syncytial virus
76,,Tobaniviridae,ssRNA(+),Torovirus,,"Moved,",33.0,Nidovirales,,2017.012_015S.A.v1.Nidovirales.zip,36,3.5835467158480925,,1752.0,Bovine torovirus,,Torovirinae,Renitovirus,,Tornidovirineae,,,ICTVonline=20181887,0.0,Tobaniviridae,Torovirus,149,5.003953017332334,1,,,Nidovirales,Bovine torovirus,74501,74501,Bovine torovirus
77,,Flaviviridae,ssRNA(+),Pestivirus,,"Split,",18.0,,,ICTV 7th Report.pdf,78,4.356721647120231,,3024.0,Pestivirus A,,,,,,,,ICTVonline=20183153,1.0,Flaviviridae,Pestivirus,9735,9.183483020528431,22,,,,Pestivirus A,11099,11099,Bovine viral diarrhea virus 1
78,,Flaviviridae,ssRNA(+),Pestivirus,,"Split,",18.0,,,ICTV 7th Report.pdf,32,3.4657671523114555,,3025.0,Pestivirus B,,,,,,,,ICTVonline=20183154,0.0,Flaviviridae,Pestivirus,732,6.595781880080597,3,,,,Pestivirus B,54315,54315,Bovine viral diarrhea virus 2
79,,Herpesviridae,dsDNA,Varicellovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,10,2.3026850879943788,,1587.0,Bubaline alphaherpesvirus 1,,Alphaherpesvirinae,,,,,,ICTVonline=20181442,0.0,Herpesviridae,Varicellovirus,16,2.7726512202867375,1,,,Herpesvirales,Bubaline alphaherpesvirus 1,202910,202910,Bubaline herpesvirus 1
80,,Poxviridae,dsDNA,Orthopoxvirus,,"Merged,Assigned as Type Species,",12.0,,,ICTV 5th Report.pdf,31,3.434019462029382,,4455.0,Vaccinia virus,,Chordopoxvirinae,,,,,,ICTVonline=20184775,1.0,Poxviridae,Orthopoxvirus,165,5.105951534488276,0,,,,Vaccinia virus,32605,32605,Buffalopox virus
81,Ellioviricetes,Phenuiviridae,ssRNA(+/-),Phlebovirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,1,0.0009995003330834232,,494.0,Bujaru phlebovirus,,,,,,Polyploviricotina,,ICTVonline=20180158,0.0,Phenuiviridae,Phlebovirus,4,1.3865443298750981,1,,,Bunyavirales,Bujaru phlebovirus,904679,904679,Bujaru virus
82,,Flaviviridae,ssRNA(+),Flavivirus,,"Moved,",9.0,,,Ratification_1984.pdf,0,-6.907755278982137,,2951.0,Bukalasa bat virus,,,,,,,,ICTVonline=20183076,0.0,Flaviviridae,Flavivirus,3,1.09894556645823,2,,,,Bukalasa bat virus,64281,64281,Bukalasa bat virus
83,Monjiviricetes,Filoviridae,ssRNA(-),Ebolavirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,23,3.135537693244867,,63.0,Bundibugyo ebolavirus,,,,,,Haploviricotina,,ICTVonline=20181565,0.0,Filoviridae,Ebolavirus,19,2.944491609360395,0,,,Mononegavirales,Bundibugyo ebolavirus,565995,565995,Bundibugyo ebolavirus
84,Ellioviricetes,Peribunyaviridae,ssRNA(-),Orthobunyavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,104,4.64440051447976,,422.0,Bunyamwera orthobunyavirus,,,,,,Polyploviricotina,,ICTVonline=20180100,1.0,Peribunyaviridae,Orthobunyavirus,73,4.2904731396847025,35,,,Bunyavirales,Bunyamwera orthobunyavirus,35304,35304,Bunyamwera virus
85,,Flaviviridae,ssRNA(+),Flavivirus,,"New,",18.0,,,ICTV 7th Report.pdf,10,2.3026850879943788,,2947.0,Aroa virus,,,,,,,,ICTVonline=20183072,0.0,Flaviviridae,Flavivirus,7,1.9460529959950605,5,,,,Aroa virus,64304,64304,Bussuquara virus
86,Ellioviricetes,Peribunyaviridae,ssRNA(-),Orthobunyavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,4,1.3865443298750981,,424.0,Bwamba orthobunyavirus,,,,,,Polyploviricotina,,ICTVonline=20180102,0.0,Peribunyaviridae,Orthobunyavirus,17,2.833272165855592,0,,,Bunyavirales,Bwamba orthobunyavirus,35310,35310,Bwamba orthobunyavirus
87,Ellioviricetes,Peribunyaviridae,ssRNA(-),Orthobunyavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,8,2.079566533867987,,424.0,Bwamba orthobunyavirus,,,,,,Polyploviricotina,,ICTVonline=20180102,0.0,Peribunyaviridae,Orthobunyavirus,17,2.833272165855592,8,,,Bunyavirales,Bwamba orthobunyavirus,35310,35310,Bwamba virus
88,,Togaviridae,ssRNA(+),Alphavirus,,"New,",18.0,,,ICTV 7th Report.pdf,1,0.0009995003330834232,,4672.0,Cabassou virus,,,,,,,,ICTVonline=20185086,0.0,Togaviridae,Alphavirus,4,1.3865443298750981,1,,,,Cabassou virus,60879,60879,Cabassou virus
89,Ellioviricetes,Peribunyaviridae,ssRNA(-),Orthobunyavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,78,4.356721647120231,,422.0,Bunyamwera orthobunyavirus,,,,,,Polyploviricotina,,ICTVonline=20180100,1.0,Peribunyaviridae,Orthobunyavirus,259,5.556831922695945,0,,,Bunyavirales,Bunyamwera orthobunyavirus,80935,80935,Cache Valley virus
90,,Flaviviridae,ssRNA(+),Flavivirus,,"New,",18.0,,,ICTV 7th Report.pdf,7,1.9460529959950605,,2952.0,Cacipacore virus,,,,,,,,ICTVonline=20183077,0.0,Flaviviridae,Flavivirus,9,2.1973356822749484,3,,,,Cacipacore virus,64305,64305,Cacipacore virus
91,,,,,,,,,,,6,1.7919261220073759,,,,,,,,,,,,,Hantaviridae,Orthohantavirus,3,1.09894556645823,3,,,Bunyavirales,Calabazo virus,169174,169174,Calabazo virus
92,Ellioviricetes,Peribunyaviridae,ssRNA(-),Orthobunyavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,67,4.2047075446527185,,425.0,California encephalitis orthobunyavirus,,,,,,Polyploviricotina,,ICTVonline=20180103,0.0,Peribunyaviridae,Orthobunyavirus,7,1.9460529959950605,2,,,Bunyavirales,California encephalitis orthobunyavirus,35305,35305,California encephalitis virus
93,,,,,,,,,,,0,-6.907755278982137,,,,,,,,,,,,,Herpesviridae,,2,0.6936470556015963,1,,,Herpesvirales,Sanguinine herpesvirus 1,50291,50291,Callitrichine herpesvirus 1
94,,Herpesviridae,dsDNA,Lymphocryptovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,4,1.3865443298750981,,1621.0,Callitrichine gammaherpesvirus 3,,Gammaherpesvirinae,,,,,,ICTVonline=20181483,0.0,Herpesviridae,Lymphocryptovirus,20,2.995782272304033,1,,,Herpesvirales,Callitrichine gammaherpesvirus 3,106331,106331,Callitrichine herpesvirus 3
95,,Poxviridae,dsDNA,Orthopoxvirus,,"Renamed,",6.0,,,ICTV 3rd Report.pdf,73,4.2904731396847025,,4448.0,Camelpox virus,,Chordopoxvirinae,,,,,,ICTVonline=20184768,0.0,Poxviridae,Orthopoxvirus,269,5.5947150970670485,1,,,,Camelpox virus,28873,28873,Camelpox virus
96,Ellioviricetes,Phenuiviridae,ssRNA(+/-),Phlebovirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,0,-6.907755278982137,,495.0,Candiru phlebovirus,,,,,,Polyploviricotina,,ICTVonline=20180159,0.0,Phenuiviridae,Phlebovirus,8,2.079566533867987,1,,,Bunyavirales,Candiru phlebovirus,629725,629725,Candiru virus
97,,Herpesviridae,dsDNA,Varicellovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,10,2.3026850879943788,,1588.0,Canid alphaherpesvirus 1,,Alphaherpesvirinae,,,,,,ICTVonline=20181443,0.0,Herpesviridae,Varicellovirus,112,4.718507799826663,1,,,Herpesvirales,Canid alphaherpesvirus 1,170325,170325,Canid herpesvirus 1
98,,Adenoviridae,dsDNA,Mastadenovirus,,"Renamed,",28.0,,,2013.003aV.A.v1.Adenoviridae_spren.pdf,375,5.926928692633522,,2427.0,Canine mastadenovirus A,,,,,,,,ICTVonline=20182418,0.0,Adenoviridae,Mastadenovirus,235,5.459589769454254,2,,,,Canine mastadenovirus A,10537,10537,Canine adenovirus
99,,,,,,,,,,,21,3.0445700556372914,,,,,,,,,,,,,Caliciviridae,Vesivirus,20,2.995782272304033,1,,,,Canine vesivirus,1176484,1176484,Canine calicivirus
100,,Coronaviridae,ssRNA(+),Alphacoronavirus,,"Moved,",33.0,Nidovirales,,2017.012_015S.A.v1.Nidovirales.zip,231,5.442422039516752,,1705.0,Alphacoronavirus 1,,Orthocoronavirinae,Tegacovirus,,Cornidovirineae,,,ICTVonline=20181849,1.0,Coronaviridae,Alphacoronavirus,859,6.7557700861279315,1,,,Nidovirales,Alphacoronavirus 1,11153,11153,Canine coronavirus
101,Monjiviricetes,Paramyxoviridae,ssRNA(-),Morbillivirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,1406,7.248504783607911,,120.0,Canine morbillivirus,,,,,,Haploviricotina,,ICTVonline=20181613,0.0,Paramyxoviridae,Morbillivirus,2322,7.750184592920966,9,,,Mononegavirales,Canine morbillivirus,11232,11232,Canine distemper virus
102,,Parvoviridae,ssDNA(+/-),Bocaparvovirus,,"New,",28.0,,,2013.001a-aaaV.A.v4.Parvoviridae.pdf,18,2.8904273119085677,,3953.0,Carnivore bocaparvovirus 1,,Parvovirinae,,,,,,ICTVonline=20184242,0.0,Parvoviridae,Bocaparvovirus,38,3.6376124751696053,1,,,,Carnivore bocaparvovirus 1,329639,329639,Canine minute virus
103,,Papillomaviridae,dsDNA,Lambdapapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,48,3.8712218440242134,,3826.0,Lambdapapillomavirus 2,,Firstpapillomavirinae,,,,,,ICTVonline=20184088,1.0,Papillomaviridae,Lambdapapillomavirus,83,4.41885265591679,1,,,,Lambdapapillomavirus 2,35258,35258,Canine oral papillomavirus
104,Ellioviricetes,Hantaviridae,ssRNA(-),Orthohantavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,6,1.7919261220073759,,362.0,Cano Delgadito orthohantavirus,,,,,,Polyploviricotina,,ICTVonline=20180029,0.0,Hantaviridae,Orthohantavirus,17,2.833272165855592,2,,,Bunyavirales,Cano Delgadito orthohantavirus,1980463,1980463,Cano Delgadito virus
105,,Retroviridae,ssRNA-RT,Lentivirus,,"New,",32.0,Ortervirales,,2017.013D.A.v1.Ortervirales.zip,392,5.971264390807617,,1939.0,Caprine arthritis encephalitis virus,,Orthoretrovirinae,,,,,,ICTVonline=20185027,0.0,Retroviridae,Lentivirus,4137,8.327726408182436,2,,,Ortervirales,Caprine arthritis encephalitis virus,11660,11660,Caprine arthritis encephalitis virus
106,,Herpesviridae,dsDNA,Varicellovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,68,4.219522410950329,,1589.0,Caprine alphaherpesvirus 1,,Alphaherpesvirinae,,,,,,ICTVonline=20181444,0.0,Herpesviridae,Varicellovirus,24,3.178095496146581,1,,,Herpesvirales,Caprine alphaherpesvirus 1,39944,39944,Caprine herpesvirus 1
107,Ellioviricetes,Peribunyaviridae,ssRNA(-),Orthobunyavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,10,2.3026850879943788,,427.0,Caraparu orthobunyavirus,,,,,,Polyploviricotina,,ICTVonline=20180105,0.0,Peribunyaviridae,Orthobunyavirus,29,3.367330312150578,12,,,Bunyavirales,Caraparu orthobunyavirus,192196,192196,Caraparu virus
108,,Flaviviridae,ssRNA(+),Flavivirus,,"Moved,",9.0,,,Ratification_1984.pdf,0,-6.907755278982137,,2953.0,Carey Island virus,,,,,,,,ICTVonline=20183078,0.0,Flaviviridae,Flavivirus,3,1.09894556645823,2,,,,Carey Island virus,64289,64289,Carey Island virus
109,,,,,,,,,,,4,1.3865443298750981,,,,,,,,,,,,,Arenaviridae,Arenavirus,58,4.060460251777099,0,,,Bunyavirales,Catarina virus,404768,404768,Catarina virus
110,Ellioviricetes,Peribunyaviridae,ssRNA(-),Orthobunyavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,2,0.6936470556015963,,428.0,Catu orthobunyavirus,,,,,,Polyploviricotina,,ICTVonline=20180106,0.0,Peribunyaviridae,Orthobunyavirus,6,1.7919261220073759,8,,,Bunyavirales,Catu orthobunyavirus,1678225,1678225,Catu virus
111,,Herpesviridae,dsDNA,,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,0,-6.907755278982137,,1618.0,Caviid betaherpesvirus 2,,Betaherpesvirinae,,,,,,ICTVonline=20181478,0.0,Herpesviridae,,12,2.4849899796493045,1,,,Herpesvirales,Caviid betaherpesvirus 2,33706,33706,Caviid herpesvirus 1
112,,Herpesviridae,dsDNA,,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,0,-6.907755278982137,,1618.0,Caviid betaherpesvirus 2,,Betaherpesvirinae,,,,,,ICTVonline=20181478,0.0,Herpesviridae,,12,2.4849899796493045,1,,,Herpesvirales,Caviid betaherpesvirus 2,33706,33706,Caviid herpesvirus 2
113,,Herpesviridae,dsDNA,,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,0,-6.907755278982137,,1618.0,Caviid betaherpesvirus 2,,Betaherpesvirinae,,,,,,ICTVonline=20181478,0.0,Herpesviridae,,12,2.4849899796493045,1,,,Herpesvirales,Caviid betaherpesvirus 2,33706,33706,Caviid herpesvirus 3
114,,Herpesviridae,dsDNA,Simplexvirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,46,3.828663135383238,,1579.0,Macacine alphaherpesvirus 1,,Alphaherpesvirinae,,,,,,ICTVonline=20181431,0.0,Herpesviridae,Simplexvirus,95,4.553887417860929,8,,,Herpesvirales,Macacine alphaherpesvirus 1,10325,10325,Cercopithecine herpesvirus 1
115,,Herpesviridae,dsDNA,Lymphocryptovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,3,1.09894556645823,,1627.0,Papiine gammaherpesvirus 1,,Gammaherpesvirinae,,,,,,ICTVonline=20181489,0.0,Herpesviridae,Lymphocryptovirus,15,2.7081168655467533,1,,,Herpesvirales,Papiine gammaherpesvirus 1,106332,106332,Cercopithecine herpesvirus 12
116,,Herpesviridae,dsDNA,Simplexvirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,7,1.9460529959950605,,1579.0,Macacine alphaherpesvirus 1,,Alphaherpesvirinae,,,,,,ICTVonline=20181431,0.0,Herpesviridae,Simplexvirus,95,4.553887417860929,1,,,Herpesvirales,Macacine alphaherpesvirus 1,10325,10325,Cercopithecine herpesvirus 14
117,,Herpesviridae,dsDNA,Lymphocryptovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,3,1.09894556645823,,1625.0,Macacine gammaherpesvirus 4,,Gammaherpesvirinae,,,,,,ICTVonline=20181487,0.0,Herpesviridae,Lymphocryptovirus,106,4.663448528029832,1,,,Herpesvirales,Macacine gammaherpesvirus 4,45455,45455,Cercopithecine herpesvirus 15
118,,Herpesviridae,dsDNA,Rhadinovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,1,0.0009995003330834232,,1646.0,Macacine gammaherpesvirus 5,,Gammaherpesvirinae,,,,,,ICTVonline=20181511,0.0,Herpesviridae,Rhadinovirus,223,5.407176255754997,1,,,Herpesvirales,Macacine gammaherpesvirus 5,154334,154334,Cercopithecine herpesvirus 17
119,,Herpesviridae,dsDNA,Simplexvirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,3,1.09894556645823,,1575.0,Cercopithecine alphaherpesvirus 2,,Alphaherpesvirinae,,,,,,ICTVonline=20181427,0.0,Herpesviridae,Simplexvirus,8,2.079566533867987,2,,,Herpesvirales,Cercopithecine alphaherpesvirus 2,10317,10317,Cercopithecine herpesvirus 2
120,,Herpesviridae,dsDNA,Cytomegalovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,1,0.0009995003330834232,,1605.0,Cercopithecine betaherpesvirus 5,,Betaherpesvirinae,,,,,,ICTVonline=20181461,0.0,Herpesviridae,Cytomegalovirus,497,6.208592038167039,1,,,Herpesvirales,Cercopithecine betaherpesvirus 5,50292,50292,Cercopithecine herpesvirus 5
121,,Herpesviridae,dsDNA,Cytomegalovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,1,0.0009995003330834232,,1607.0,Macacine betaherpesvirus 3,,Betaherpesvirinae,,,,,,ICTVonline=20181463,0.0,Herpesviridae,Cytomegalovirus,103,4.634738696920371,1,,,Herpesvirales,Macacine betaherpesvirus 3,47929,47929,Cercopithecine herpesvirus 8
122,,Herpesviridae,dsDNA,Varicellovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,2,0.6936470556015963,,1590.0,Cercopithecine alphaherpesvirus 9,,Alphaherpesvirinae,,,,,,ICTVonline=20181445,0.0,Herpesviridae,Varicellovirus,23,3.135537693244867,3,,,Herpesvirales,Cercopithecine alphaherpesvirus 9,35246,35246,Cercopithecine herpesvirus 9
123,,Herpesviridae,dsDNA,Varicellovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,11,2.3979861777572986,,1591.0,Cervid alphaherpesvirus 1,,Alphaherpesvirinae,,,,,,ICTVonline=20181446,0.0,Herpesviridae,Varicellovirus,8,2.079566533867987,1,,,Herpesvirales,Cervid alphaherpesvirus 1,79891,79891,Cervid herpesvirus 1
124,,Herpesviridae,dsDNA,Varicellovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,14,2.639128755635788,,1592.0,Cervid alphaherpesvirus 2,,Alphaherpesvirinae,,,,,,ICTVonline=20181447,0.0,Herpesviridae,Varicellovirus,34,3.52638993594835,1,,,Herpesvirales,Cervid alphaherpesvirus 2,365327,365327,Cervid herpesvirus 2
125,Monjiviricetes,Paramyxoviridae,ssRNA(-),Morbillivirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,54,3.989002564911327,,121.0,Cetacean morbillivirus,,,,,,Haploviricotina,,ICTVonline=20181614,0.0,Paramyxoviridae,Morbillivirus,185,5.220361230469121,5,,,Mononegavirales,Cetacean morbillivirus,36410,36410,Cetacean morbillivirus
126,,,,,,,,,,,5,1.6096378924367667,,,,,,,,,,,,,Phenuiviridae,Phlebovirus,5,1.6096378924367667,1,,,Bunyavirales,Chagres virus,629727,629727,Chagres virus
127,Monjiviricetes,Rhabdoviridae,ssRNA(-),Vesiculovirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,99,4.595129951093676,,275.0,Chandipura vesiculovirus,,,,,,Haploviricotina,,ICTVonline=20181792,0.0,Rhabdoviridae,Vesiculovirus,66,4.189669893426794,5,,,Mononegavirales,Chandipura vesiculovirus,11272,11272,Chandipura virus
128,Ellioviricetes,Phenuiviridae,ssRNA(+/-),Phlebovirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,555818,13.228196183315553,,495.0,Candiru phlebovirus,,,,,,Polyploviricotina,,ICTVonline=20180159,0.0,Phenuiviridae,Phlebovirus,8,2.079566533867987,0,,,Bunyavirales,Candiru phlebovirus,629725,629725,Chandiru virus
129,,Reoviridae,dsRNA,Orbivirus,,"Moved,",25.0,,,2007.127-129V.v2.Spina-Sedoreovirinae.pdf,7,1.9460529959950605,,4503.0,Changuinola virus,,Sedoreovirinae,,,,,,ICTVonline=20184880,0.0,Reoviridae,Orbivirus,252,5.529433055757518,4,,,,Changuinola virus,40052,40052,Changuinola virus
130,Ellioviricetes,Arenaviridae,ssRNA(+/-),Mammarenavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,1,0.0009995003330834232,,305.0,Chapare mammarenavirus,,,,,,Polyploviricotina,,ICTVonline=20182573,0.0,Arenaviridae,Mammarenavirus,4,1.3865443298750981,0,,,Bunyavirales,Chapare mammarenavirus,499556,499556,Chapare mammarenavirus
131,,Togaviridae,ssRNA(+),Alphavirus,,"Moved,",2.0,,,Ratification_1974.pdf,2084,7.642044882719592,,4673.0,Chikungunya virus,,,,,,,,ICTVonline=20185087,0.0,Togaviridae,Alphavirus,4566,8.426393046099792,29,,,,Chikungunya virus,37124,37124,Chikungunya virus
132,,Parvoviridae,ssDNA(+/-),Erythroparvovirus,,"New,",28.0,,,2013.001a-aaaV.A.v4.Parvoviridae.pdf,1,0.0009995003330834232,,3987.0,Rodent erythroparvovirus 1,,Parvovirinae,,,,,,ICTVonline=20184270,0.0,Parvoviridae,Erythroparvovirus,9,2.1973356822749484,1,,,,Rodent erythroparvovirus 1,56820,56820,Chipmunk parvovirus
133,,Reoviridae,dsRNA,Orbivirus,,"Moved,",25.0,,,2007.127-129V.v2.Spina-Sedoreovirinae.pdf,2,0.6936470556015963,,4505.0,Chobar Gorge virus,,Sedoreovirinae,,,,,,ICTVonline=20184882,0.0,Reoviridae,Orbivirus,40,3.6889044538014413,2,,,,Chobar Gorge virus,1679172,1679172,Chobar Gorge virus
134,Ellioviricetes,Hantaviridae,ssRNA(-),Orthohantavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,10,2.3026850879943788,,364.0,Choclo orthohantavirus,,,,,,Polyploviricotina,,ICTVonline=20180031,0.0,Hantaviridae,Orthohantavirus,12,2.4849899796493045,7,,,Bunyavirales,Choclo orthohantavirus,169173,169173,Choclo virus
135,,Flaviviridae,ssRNA(+),Pestivirus,,"Renamed,",18.0,,,ICTV 7th Report.pdf,1149,7.046648148170396,,3026.0,Pestivirus C,,,,,,,,ICTVonline=20183155,0.0,Flaviviridae,Pestivirus,3050,8.022897197470256,1,,,,Pestivirus C,11096,11096,Classical swine fever virus
136,,Reoviridae,dsRNA,Coltivirus,,"Moved,",25.0,,,2007.127-129V.v2.Spina-Sedoreovirinae.pdf,61,4.110890257481564,,4545.0,Colorado tick fever virus,,Spinareovirinae,,,,,,ICTVonline=20184928,1.0,Reoviridae,Coltivirus,296,5.690362832696732,11,,,,Colorado tick fever virus,46839,46839,Colorado tick fever virus
137,Monjiviricetes,Filoviridae,ssRNA(-),Ebolavirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,8,2.079566533867987,,66.0,Tai Forest ebolavirus,,,,,,Haploviricotina,,ICTVonline=20181568,0.0,Filoviridae,Ebolavirus,9,2.1973356822749484,2,,,Mononegavirales,Tai Forest ebolavirus,186541,186541,Cote d'Ivoire ebolavirus
138,,Papillomaviridae,dsDNA,Kappapapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,188,5.236447281964739,,3824.0,Kappapapillomavirus 2,,Firstpapillomavirinae,,,,,,ICTVonline=20184085,1.0,Papillomaviridae,Kappapapillomavirus,45,3.806684711745632,1,,,,Kappapapillomavirus 2,10623,10623,Cottontail rabbit papillomavirus
139,,Flaviviridae,ssRNA(+),Flavivirus,,"Moved,",9.0,,,Ratification_1984.pdf,1,0.0009995003330834232,,2954.0,Cowbone Ridge virus,,,,,,,,ICTVonline=20183079,0.0,Flaviviridae,Flavivirus,3,1.09894556645823,1,,,,Cowbone Ridge virus,64298,64298,Cowbone Ridge virus
140,,Poxviridae,dsDNA,Orthopoxvirus,,"Moved,",5.0,,,Ratification_1978.pdf,566,6.338595844986075,,4449.0,Cowpox virus,,Chordopoxvirinae,,,,,,ICTVonline=20184769,0.0,Poxviridae,Orthopoxvirus,793,6.675824482668101,13,,,,Cowpox virus,10243,10243,Cowpox virus
141,,Herpesviridae,dsDNA,Rhadinovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,404,6.001417353205611,,1644.0,Cricetid gammaherpesvirus 2,,Gammaherpesvirinae,,,,,,ICTVonline=20181509,0.0,Herpesviridae,Rhadinovirus,3,1.09894556645823,1,,,Herpesvirales,Cricetid gammaherpesvirus 2,1605972,1605972,Cricetid herpesvirus
142,Ellioviricetes,Nairoviridae,ssRNA(-),Orthonairovirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,420,6.040257092226961,,394.0,Crimean-Congo hemorrhagic fever orthonairovirus,,,,,,Polyploviricotina,,ICTVonline=20180070,0.0,Nairoviridae,Orthonairovirus,2941,7.986505278574339,14,,,Bunyavirales,Crimean-Congo hemorrhagic fever orthonairovirus,1980519,1980519,Crimean-Congo hemorrhagic fever virus
143,Ellioviricetes,Arenaviridae,ssRNA(+/-),Mammarenavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,1,0.0009995003330834232,,306.0,Cupixi mammarenavirus,,,,,,Polyploviricotina,,ICTVonline=20182574,0.0,Arenaviridae,Mammarenavirus,4,1.3865443298750981,1,,,Bunyavirales,Cupixi mammarenavirus,208899,208899,Cupixi virus
144,,Flaviviridae,ssRNA(+),Flavivirus,,"Moved,",9.0,,,Ratification_1984.pdf,2,0.6936470556015963,,2955.0,Dakar bat virus,,,,,,,,ICTVonline=20183080,0.0,Flaviviridae,Flavivirus,4,1.3865443298750981,11,,,,Dakar bat virus,64282,64282,Dakar bat virus
145,,Adenoviridae,dsDNA,Atadenovirus,,"New,",32.0,,,2017.016D.A.v1.Adenoviridae_4sp.zip,12,2.4849899796493045,,2395.0,Deer atadenovirus A,,,,,,,,ICTVonline=20185652,0.0,Adenoviridae,Atadenovirus,12,2.4849899796493045,3,,,,Deer atadenovirus A,2169706,2169706,Deer adenovirus
